City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution
Nassau,25.0443312,-77.3503609,,The Bahamas,Nassau  The Bahamas ,50,59.2592592593
Fujairah,25.1288099,56.3264849,Emirate of Fujairah,United Arab Emirates,Fujairah Emirate of Fujairah United Arab Emirates ,25,62.5
Dubai,25.2048493,55.2707828,Emirate of Dubai,United Arab Emirates,Dubai Emirate of Dubai United Arab Emirates ,48.8738738739,39.8461538462
Doha,25.2854473,51.5310398,Ad Dawhah,Qatar,Doha Ad Dawhah Qatar ,37.8731343284,46.1693548387
Munger,25.3707993,86.4733903,Bihar,India,Munger Bihar India ,100,62.5
Miami,25.7616798,-80.1917902,Florida,United States of America,Miami Florida United States of America ,70.202020202,47.3684210526
Unaizah,26.090731,43.9875457,Al-Qassim Province,Saudi Arabia,Unaizah Al-Qassim Province Saudi Arabia ,50,50
Naples,26.1420358,-81.7948103,Campania,Italy,Naples Campania Italy ,28.8461538462,55.3191489362
Manama,26.2235305,50.5875935,Capital Governorate,Bahrain,Manama Capital Governorate Bahrain ,40.2777777778,46.7741935484
Boca Raton,26.3683064,-80.1289321,Florida,United States of America,Boca Raton Florida United States of America ,94.2307692308,34.6153846154
Biratnagar,26.4524746,87.271781,Province No. 1,Nepal,Biratnagar Province No. 1 Nepal ,40,50
Siliguri,26.7271012,88.3952861,West Bengal,India,Siliguri West Bengal India ,40,67
Dharan,26.806496,87.2846262,Province No. 1,Nepal,Dharan Province No. 1 Nepal ,75,50
Asyut,27.1783117,31.1859257,Asyut Governorate,Egypt,Asyut Asyut Governorate Egypt ,50,25
Hetauda,27.4367653,85.0025539,Bagmati,Nepal,Hetauda Bagmati Nepal ,53.5714285714,83.3333333333
Thimphu,27.4712216,89.6339041,Thimphu District,Bhutan,Thimphu Thimphu District Bhutan ,44.6428571429,60
Laredo,27.5035613,-99.5075519,Texas,United States of America,Laredo Texas United States of America ,0,100
Sikar,27.6093912,75.1397935,Rajasthan,India,Sikar Rajasthan India ,58.3333333333,87.5
Lalitpur,27.6587525,85.3247183,Bagmati,Nepal,Lalitpur Bagmati Nepal ,20.4545454545,65
Butwal,27.6865838,83.4322634,,Nepal,Butwal  Nepal ,75,53.125
Kathmandu,27.7172453,85.3239605,Bagmati,Nepal,Kathmandu Bagmati Nepal ,11.4634146341,80.4568527919
Zunyi,27.7254499,106.92723,Guizhou,People's Republic of China,Zunyi Guizhou People's Republic of China ,0,50
Wenzhou,27.9949199,120.69939,Zhejiang,People's Republic of China,Wenzhou Zhejiang People's Republic of China ,10,75
Pokhara,28.2095831,83.9855674,,Nepal,Pokhara  Nepal ,65.4761904762,71.4285714286
Valencia,28.5210228,-81.4656363,Community of Valencia,Spain,Valencia Community of Valencia Spain ,59.6590909091,38.4146341463
Delhi,28.7040592,77.1024902,,India,Delhi  India ,11.8441358025,77.4167987322
Jingdezhen,29.2686899,117.1783899,Jiangxi,People's Republic of China,Jingdezhen Jiangxi People's Republic of China ,50,75
Zigong,29.3391999,104.77844,Sichuan,People's Republic of China,Zigong Sichuan People's Republic of China ,0,50
Kuwait City,29.375859,47.9774052,,Kuwait,Kuwait City  Kuwait ,35.1351351351,56.8965517241
San Antonio,29.4251905,-98.4945922,Texas,United States of America,San Antonio Texas United States of America ,63.4146341463,50.6756756757
Chongqing,29.5656843,106.5511838,,People's Republic of China,Chongqing  People's Republic of China ,30,63.75
Lhasa,29.6526199,91.13775,Tibet,People's Republic of China,Lhasa Tibet People's Republic of China ,12.5,50
Houston,29.7604267,-95.3698028,Texas,United States of America,Houston Texas United States of America ,45.8609271523,57.0945945946
New Orleans,29.9510658,-90.0715323,Louisiana,United States of America,New Orleans Louisiana United States of America ,65.1315789474,72.8571428571
Shaoxing,29.995762,120.586109,Zhejiang,People's Republic of China,Shaoxing Zhejiang People's Republic of China ,0,50
Cairo,30.0444196,31.2357116,Cairo Governorate,Egypt,Cairo Cairo Governorate Egypt ,15.8307210031,74.3506493506
Panama City,30.1588129,-85.6602058,Panama Province,Panama,Panama City Panama Province Panama ,49.2307692308,67.0634920635
Austin,30.267153,-97.7430608,Texas,United States of America,Austin Texas United States of America ,68.5714285714,43.5
Hangzhou,30.2741499,120.15515,Zhejiang,People's Republic of China,Hangzhou Zhejiang People's Republic of China ,25.6944444444,62.9310344828
Jacksonville,30.3321838,-81.655651,Florida,United States of America,Jacksonville Florida United States of America ,75.6578947368,66.2162162162
Tallahassee,30.4382559,-84.2807329,Florida,United States of America,Tallahassee Florida United States of America ,92.1875,41.6666666667
Baton Rouge,30.4514677,-91.1871466,Louisiana,United States of America,Baton Rouge Louisiana United States of America ,64.5833333333,40.625
Atletico Morelia,30.5402,70.812,Coquimbo Region,Chile,Atletico Morelia Coquimbo Region Chile ,50,50
Chengdu,30.5722599,104.0665099,Sichuan,People's Republic of China,Chengdu Sichuan People's Republic of China ,22.1428571429,58.8709677419
Wuhan,30.5927599,114.30525,Hubei,People's Republic of China,Wuhan Hubei People's Republic of China ,14.8148148148,72.7272727273
Huzhou,30.8930499,120.08805,Zhejiang,People's Republic of China,Huzhou Zhejiang People's Republic of China ,5,100
Alexandria,31.2000924,29.9187387,Alexandria Governorate,Egypt,Alexandria Alexandria Governorate Egypt ,41.0377358491,71.2962962963
Alexandria,31.2000924,29.9187387,Virginia,United States of America,Alexandria Virginia United States of America ,89.0625,46.1538461538
Shanghai,31.230416,121.473701,,People's Republic of China,Shanghai  People's Republic of China ,25,67.5847457627
Beersheba,31.252973,34.791462,Southern District,Israel,Beersheba Southern District Israel ,29.1666666667,21.875
Suzhou,31.2983399,120.58319,Jiangsu,People's Republic of China,Suzhou Jiangsu People's Republic of China ,21.9696969697,73.2142857143
Jalandhar,31.3260152,75.5761829,Punjab,India,Jalandhar Punjab India ,23.75,67.1875
Wuxi,31.4909899,120.31237,Jiangsu,People's Republic of China,Wuxi Jiangsu People's Republic of China ,12.5,87.5
Lahore,31.5203696,74.3587473,Punjab,Pakistan,Lahore Punjab Pakistan ,23.4146341463,75.5154639175
Kagoshima,31.5968539,130.5571392,Kagoshima Prefecture,Japan,Kagoshima Kagoshima Prefecture Japan ,50,50
Ciudad Juarez,31.6903638,-106.4245478,Chihuahua,Mexico,Ciudad Juarez Chihuahua Mexico ,56.25,43.75
El Paso,31.7618778,-106.4850217,Texas,United States of America,El Paso Texas United States of America ,63.75,44.6428571429
Jerusalem,31.768319,35.21371,Jerusalem District,Israel,Jerusalem Jerusalem District Israel ,37.0967741935,42.3913043478
Amman,31.9539494,35.910635,Amman Governorate,Jordan,Amman Amman Governorate Jordan ,34.0384615385,63.1048387097
Nanjing,32.0583799,118.79647,Jiangsu,People's Republic of China,Nanjing Jiangsu People's Republic of China ,26.9230769231,75
Benghazi,32.1194242,20.0867909,,Libya,Benghazi  Libya ,50,58.3333333333
Tucson,32.2226066,-110.9747108,Arizona,United States of America,Tucson Arizona United States of America ,84.2741935484,39.6551724138
Las Cruces,32.3199396,-106.7636538,New Mexico,United States of America,Las Cruces New Mexico United States of America ,82.8125,33.3333333333
Montgomery,32.3792233,-86.3077368,Alabama,United States of America,Montgomery Alabama United States of America ,70.8333333333,56.25
Ulm,32.5286061,-92.0660398,Baden-Wurttemberg,Germany,Ulm Baden-Wurttemberg Germany ,88.8888888889,10
Isfahan,32.6538966,51.6659656,Isfahan Province,Iran,Isfahan Isfahan Province Iran ,35.15625,44
Funchal,32.6669328,-16.9240554,Madeira,Portugal,Funchal Madeira Portugal ,84.0909090909,31.9444444444
San Diego,32.715738,-117.1610838,California,United States of America,San Diego California United States of America ,74.3827160494,52.3648648649
Nagasaki,32.7503334,129.8778888,Nagasaki Prefecture,Japan,Nagasaki Nagasaki Prefecture Japan ,33.3333333333,66.6666666667
Fort Worth,32.7554883,-97.3307658,Texas,United States of America,Fort Worth Texas United States of America ,47.7272727273,51.1363636364
Dallas,32.7766642,-96.7969879,Texas,United States of America,Dallas Texas United States of America ,63.3802816901,42.6923076923
Haifa,32.7940463,34.989571,Haifa District,Israel,Haifa Haifa District Israel ,17.96875,54.6296296296
Tripoli,32.8872094,13.1913383,,Libya,Tripoli  Libya ,54.6296296296,68.5185185185
Keller,32.9341893,-97.229298,Texas,United States of America,Keller Texas United States of America ,66.6666666667,25
Allen,33.1031744,-96.6705503,Texas,United States of America,Allen Texas United States of America ,75,12.5
Phoenix,33.4483771,-112.0740373,Arizona,United States of America,Phoenix Arizona United States of America ,44.2934782609,47.6470588235
Augusta,33.4734978,-82.0105148,Maine,United States of America,Augusta Maine United States of America ,50,100
Jeju,33.4996213,126.5311884,Jeju Province,South Korea,Jeju Jeju Province South Korea ,50,60.7142857143
Birmingham,33.5185892,-86.8103567,England,United Kingdom,Birmingham England United Kingdom ,52.9761904762,25.641025641
Casablanca,33.5731104,-7.5898434,Casablanca-Settat,Morocco,Casablanca Casablanca-Settat Morocco ,22.6744186047,60.5769230769
Fukuoka,33.5901838,130.4016888,Fukuoka Prefecture,Japan,Fukuoka Fukuoka Prefecture Japan ,56.25,40.625
Huntington Beach,33.6594835,-117.9988026,California,United States of America,Huntington Beach California United States of America ,85.7142857143,65.625
Islamabad,33.6844202,73.0478848,Islamabad Capital Territory,Pakistan,Islamabad Islamabad Capital Territory Pakistan ,67.4180327869,51.3274336283
Atlanta,33.7489954,-84.3879824,Georgia,United States of America,Atlanta Georgia United States of America ,59.6875,46.5753424658
Long Beach,33.7700504,-118.1937395,California,United States of America,Long Beach California United States of America ,50,32.6923076923
Aley,33.8069031,35.6024366,Mount Lebanon Governorate,Lebanon,Aley Mount Lebanon Governorate Lebanon ,75,100
Beirut,33.8937913,35.5017767,Beirut Governorate,Lebanon,Beirut Beirut Governorate Lebanon ,16.9642857143,81.8037974684
Rabat,33.9715904,-6.8498129,Rabat-Sale-Kenitra,Morocco,Rabat Rabat-Sale-Kenitra Morocco ,68.3333333333,31.7307692308
Los Angeles,34.0522342,-118.2436849,California,United States of America,Los Angeles California United States of America ,36.6216216216,61.2994350282
Los Angeles,34.0522342,-118.2436849,Biobio Region,Chile,Los Angeles Biobio Region Chile ,12.5,50
Xi'an,34.2658138,108.9540936,Shaanxi,People's Republic of China,Xi'an Shaanxi People's Republic of China ,5.9523809524,72.0588235294
San Fernando,34.2819461,-118.4389719,Ilocos Region,Philippines,San Fernando Ilocos Region Philippines ,37.5,87.5
Hiroshima,34.3852894,132.4553055,Hiroshima Prefecture,Japan,Hiroshima Hiroshima Prefecture Japan ,79.1666666667,25
Kabul,34.5553494,69.207486,Kabul,Afghanistan,Kabul Kabul Afghanistan ,18.4210526316,81.0606060606
Osaka,34.6937249,135.5022535,Osaka Prefecture,Japan,Osaka Osaka Prefecture Japan ,51.4705882353,55.3571428571
Little Rock,34.7444618,-92.2880157,Arkansas,United States of America,Little Rock Arkansas United States of America ,89.2857142857,22.0588235294
Zhengzhou,34.7472499,113.62493,Henan,People's Republic of China,Zhengzhou Henan People's Republic of China ,2.6315789474,68.3333333333
Yeosu,34.7603737,127.6622221,South Jeolla,South Korea,Yeosu South Jeolla South Korea ,25,50
Hamadan,34.7988575,48.5150225,Hamadan Province,Iran,Hamadan Hamadan Province Iran ,39.2857142857,37.5
Mokpo,34.8118351,126.3921664,South Jeolla,South Korea,Mokpo South Jeolla South Korea ,37.5,50
Geoje,34.8806427,128.6210824,South Gyeongsang,South Korea,Geoje South Gyeongsang South Korea ,37.5,50
Gwangyang,34.9406968,127.6958882,South Jeolla,South Korea,Gwangyang South Jeolla South Korea ,0,100
Kyoto,35.011564,135.7681489,Kyoto Prefecture,Japan,Kyoto Kyoto Prefecture Japan ,64.7727272727,28.3333333333
Albuquerque,35.0843859,-106.650422,New Mexico,United States of America,Albuquerque New Mexico United States of America ,83.3333333333,39.7058823529
Memphis,35.1495343,-90.0489801,Tennessee,United States of America,Memphis Tennessee United States of America ,66.3043478261,48.6842105263
Gwangju,35.1595454,126.8526012,Gyeonggi Province,South Korea,Gwangju Gyeonggi Province South Korea ,41.6666666667,0
Busan,35.1795543,129.0756416,,South Korea,Busan  South Korea ,44.7368421053,48.3333333333
Nagoya,35.1814506,136.9065571,Aichi Prefecture,Japan,Nagoya Aichi Prefecture Japan ,76.25,37.5
Charlotte,35.2270869,-80.8431267,North Carolina,United States of America,Charlotte North Carolina United States of America ,76.875,31.5789473684
Yokohama,35.4436739,139.6379639,Kanagawa Prefecture,Japan,Yokohama Kanagawa Prefecture Japan ,75,29.1666666667
Oklahoma City,35.4675602,-97.5164276,Oklahoma,United States of America,Oklahoma City Oklahoma United States of America ,88.3333333333,31.7307692308
Ulsan,35.5383773,129.3113596,,South Korea,Ulsan  South Korea ,27.5,37.5
Tokyo,35.6803997,139.7690174,,Japan,Tokyo  Japan ,61.8715083799,37.9411764706
Santa Fe,35.6869752,-105.937799,New Mexico,United States of America,Santa Fe New Mexico United States of America ,89.2857142857,38.6363636364
Tehran,35.6891975,51.3889736,Tehran Province,Iran,Tehran Tehran Province Iran ,10.7007575758,48.1299212598
Raleigh,35.7795897,-78.6381787,North Carolina,United States of America,Raleigh North Carolina United States of America ,84.4444444444,31.25
Jeonju,35.8242238,127.1479532,North Jeolla Province,South Korea,Jeonju North Jeolla Province South Korea ,19.4444444444,100
Karaj,35.8400188,50.9390906,Alborz Province,Iran,Karaj Alborz Province Iran ,29.1666666667,59.375
Gyeongju,35.8561719,129.2247477,North Gyeongsang Province,South Korea,Gyeongju North Gyeongsang Province South Korea ,25,50
Daegu,35.8714354,128.601445,,South Korea,Daegu  South Korea ,27.9411764706,50
Birkirkara,35.8954706,14.4665072,,Malta,Birkirkara  Malta ,17.8571428571,64.2857142857
Valletta,35.8989085,14.5145528,,Malta,Valletta  Malta ,31.9444444444,56.5789473684
Gunsan,35.9676772,126.7366293,North Jeolla Province,South Korea,Gunsan North Jeolla Province South Korea ,12.5,50
Pohang,36.0190178,129.3434808,North Gyeongsang Province,South Korea,Pohang North Gyeongsang Province South Korea ,43.75,37.5
Sheffield,36.0950743,-80.2788466,England,United Kingdom,Sheffield England United Kingdom ,70.2380952381,27.9411764706
Anyang,36.097524,114.3930629,Gyeonggi Province,South Korea,Anyang Gyeonggi Province South Korea ,7.5,58.3333333333
Gumi,36.119485,128.3445734,North Gyeongsang Province,South Korea,Gumi North Gyeongsang Province South Korea ,25,50
Gimcheon,36.1398393,128.1135947,North Gyeongsang Province,South Korea,Gimcheon North Gyeongsang Province South Korea ,25,50
Nashville,36.1626638,-86.7816016,Tennessee,United States of America,Nashville Tennessee United States of America ,70,42.9487179487
La Linea de la Concepcion,36.1682563,-5.3494719,Andalusia,Spain,La Linea de la Concepcion Andalusia Spain ,37.5,75
Las Vegas,36.1699412,-115.1398296,Nevada,United States of America,Las Vegas Nevada United States of America ,51.724137931,49.6913580247
Aleppo,36.2021047,37.1342603,Aleppo Governorate,Syria,Aleppo Aleppo Governorate Syria ,25,55
Daejeon,36.3504119,127.3845475,,South Korea,Daejeon  South Korea ,33.9285714286,42.5
Cadiz,36.5210142,-6.2804565,Andalusia,Spain,Cadiz Andalusia Spain ,77.7777777778,25
Andong,36.5683543,128.729357,North Gyeongsang Province,South Korea,Andong North Gyeongsang Province South Korea ,25,50
Cheongju,36.6424341,127.4890319,North Chungcheong Province,South Korea,Cheongju North Chungcheong Province South Korea ,7.1428571429,50
Jerez de la Frontera,36.6850064,-6.1260744,Andalusia,Spain,Jerez de la Frontera Andalusia Spain ,67.8571428571,25
Malaga,36.721261,-4.4212655,Andalusia,Spain,Malaga Andalusia Spain ,75,30.5555555556
Ronda,36.746209,-5.1612251,Andalusia,Spain,Ronda Andalusia Spain ,100,0
Algiers,36.753768,3.0587561,Algiers Province,Algeria,Algiers Algiers Province Algeria ,39.7435897436,60.2941176471
Seosan,36.7844993,126.4503169,South Chungcheong Province,South Korea,Seosan South Chungcheong Province South Korea ,37.5,50
Tunis,36.8064948,10.1815316,Tunis Governorate,Tunisia,Tunis Tunis Governorate Tunisia ,36.25,61.1111111111
Cheonan,36.815129,127.1138939,South Chungcheong Province,South Korea,Cheonan South Chungcheong Province South Korea ,25,50
Almeria,36.834047,-2.4637136,Andalusia,Spain,Almeria Andalusia Spain ,75,43.75
Cartago,36.8625853,10.3329494,Provincia de Cartago,Costa Rica,Cartago Provincia de Cartago Costa Rica ,78.125,18.75
Antalya,36.8968908,30.7133233,Antalya Province,Turkey,Antalya Antalya Province Turkey ,67.1875,41.0714285714
Adana,36.9914194,35.3308285,Adana Province,Turkey,Adana Adana Province Turkey ,55,12.5
Pyeongtaek,36.9921075,127.1129451,Gyeonggi Province,South Korea,Pyeongtaek Gyeonggi Province South Korea ,0,75
Jecheon,37.1325821,128.1909481,North Chungcheong Province,South Korea,Jecheon North Chungcheong Province South Korea ,12.5,50
Granada,37.1774605,-3.5984368,Andalusia,Spain,Granada Andalusia Spain ,58.9285714286,14.2857142857
Huelva,37.2619585,-6.9427327,Andalusia,Spain,Huelva Andalusia Spain ,40,50
Suwon,37.2635727,127.0286009,Gyeonggi Province,South Korea,Suwon Gyeonggi Province South Korea ,28.125,6.25
Icheon,37.2719952,127.4348221,Gyeonggi Province,South Korea,Icheon Gyeonggi Province South Korea ,0,100
Agrigento,37.3088512,13.5857528,Sicily,Italy,Agrigento Sicily Italy ,75,50
Ansan,37.3218778,126.8308848,Gyeonggi Province,South Korea,Ansan Gyeonggi Province South Korea ,33.3333333333,25
San Jose,37.3382082,-121.8863286,San Jose Province,Costa Rica,San Jose San Jose Province Costa Rica ,57.4324324324,46.09375
San Jose,37.3382082,-121.8863286,California,United States of America,San Jose California United States of America ,62.2093023256,41.25
Wonju,37.3422186,127.9201621,Gangwon Province,South Korea,Wonju Gangwon Province South Korea ,12.5,50
Seville,37.3890924,-5.9844589,Andalusia,Spain,Seville Andalusia Spain ,57.1428571429,23.8095238095
Seongnam,37.4449168,127.1388684,Gyeonggi Province,South Korea,Seongnam Gyeonggi Province South Korea ,12.5,50
Incheon,37.4562557,126.7052062,,South Korea,Incheon  South Korea ,27.0833333333,33.3333333333
Bucheon,37.5034138,126.7660309,Gyeonggi Province,South Korea,Bucheon Gyeonggi Province South Korea ,10,0
Catania,37.5078772,15.0830304,Sicily,Italy,Catania Sicily Italy ,46.4285714286,55.5555555556
Seoul,37.566535,126.9779692,,South Korea,Seoul  South Korea ,33.7628865979,36.4525139665
Uijeongbu,37.738098,127.0336819,Gyeonggi Province,South Korea,Uijeongbu Gyeonggi Province South Korea ,25,50
Gangneung,37.751853,128.8760574,Gangwon Province,South Korea,Gangneung Gangwon Province South Korea ,25,50
San Francisco,37.7749295,-122.4194155,California,United States of America,San Francisco California United States of America ,60.5140186916,43
Jaen,37.7795941,-3.7849057,Andalusia,Spain,Jaen Andalusia Spain ,75,37.5
Oakland,37.8043514,-122.2711639,California,United States of America,Oakland California United States of America ,72.1428571429,33.3333333333
Chuncheon,37.8813153,127.7299707,Gangwon Province,South Korea,Chuncheon Gangwon Province South Korea ,31.25,12.5
Ashgabat,37.9600766,58.3260629,,Turkmenistan,Ashgabat  Turkmenistan ,61.1111111111,36.1111111111
Concord,37.9779776,-122.0310733,New Hampshire,United States of America,Concord New Hampshire United States of America ,91.6666666667,15
Athens,37.9838096,23.7275388,Attica Region,Greece,Athens Attica Region Greece ,44.1741214058,30.3156146179
Murcia,37.9922399,-1.1306544,Region of Murcia,Spain,Murcia Region of Murcia Spain ,68.1818181818,32.1428571429
Palermo,38.11569,13.3614868,Sicily,Italy,Palermo Sicily Italy ,45.4545454545,51.3157894737
Messina,38.1937335,15.5542057,Sicily,Italy,Messina Sicily Italy ,75,12.5
Elche,38.2699329,-0.7125608,Community of Valencia,Spain,Elche Community of Valencia Spain ,85,41.6666666667
Alicante,38.3459963,-0.4906855,Community of Valencia,Spain,Alicante Community of Valencia Spain ,80.6818181818,40.625
