City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution,,New Water,WA,Rating
Suez,29.9668343,32.5498069,Suez Governorate,Egypt,Suez Suez Governorate Egypt ,0,100,,0,0,0
Jyvaskyla,62.2426034,25.7472567,,Finland,Jyvaskyla Finland ,95.83333333,0,,100,195.8333333,97.91666667
Saitama,35.8616486,139.6454782,Saitama Prefecture,Japan,Saitama Saitama Prefecture Japan ,68.75,37.5,,62.5,131.25,65.625
Exeter,50.7260367,-3.5274889,England,United Kingdom,Exeter England United Kingdom ,79.16666667,13.63636364,,86.36363636,165.530303,82.76515152
Siauliai,55.9349085,23.3136823,,Lithuania,Siauliai Lithuania ,57.14285714,58.33333333,,41.66666667,98.80952381,49.40476191
Stoke-on-Trent,53.0033369,-2.1827408,England,United Kingdom,Stoke-on-Trent England United Kingdom ,67.85714286,33.33333333,,66.66666667,134.5238095,67.26190477
Domodedovo,55.4430234,37.747817,Moscow Oblast,Russia,Domodedovo Moscow Oblast Russia ,50,37.5,,62.5,112.5,56.25
Springfield,37.2089572,-93.2922989,Missouri,United States of America,Springfield Missouri United States of America ,84.72222222,42.30769231,,57.69230769,142.4145299,71.20726496
Galveston,29.3013479,-94.7976958,Texas,United States of America,Galveston Texas United States of America ,85.71428571,50,,50,135.7142857,67.85714286
Erzincan,39.746797,39.491124,Erzincan Province,Turkey,Erzincan Erzincan Province Turkey ,29.16666667,50,,50,79.16666667,39.58333334
Sandakan,5.839444,118.1171729,Sabah,Malaysia,Sandakan Sabah Malaysia ,75,50,,50,125,62.5
Kota Kinabalu,5.980408,116.0734568,Sabah,Malaysia,Kota Kinabalu Sabah Malaysia ,47.91666667,45.45454545,,54.54545455,102.4621212,51.23106061
Abingdon,36.7098335,-81.9773482,Virginia,United States of America,Abingdon Virginia United States of America ,100,50,,50,150,75
Camden,39.9259463,-75.1196199,New Jersey,United States of America,Camden New Jersey United States of America ,87.5,50,,50,137.5,68.75
Hoboken,40.7439905,-74.0323626,New Jersey,United States of America,Hoboken New Jersey United States of America ,56.25,62.5,,37.5,93.75,46.875
Chon Buri,13.3611431,100.9846717,Chon Buri,Thailand,Chon Buri Chon Buri Thailand ,60.71428571,50,,50,110.7142857,55.35714286
Livermore,37.6818688,-121.7684732,California,United States of America,Livermore California United States of America ,75,54.16666667,,45.83333333,120.8333333,60.41666667
Zabok,46.0258983,15.9038091,Krapina-Zagorje County,Croatia,Zabok Krapina-Zagorje County Croatia ,25,100,,0,25,12.5
Zabol,31.0323677,61.4902483,Sistan and Baluchestan Province,Iran,Zabol Sistan and Baluchestan Province Iran ,14.28571429,66.66666667,,33.33333333,47.61904762,23.80952381
Brossard,45.4514357,-73.4619103,Quebec,Canada,Brossard Quebec Canada ,100,50,,50,150,75
Saguenay,48.4280529,-71.0684923,Quebec,Canada,Saguenay Quebec Canada ,96.875,18.75,,81.25,178.125,89.0625
Zacatecas,22.7709249,-102.5832539,Zacatecas,Mexico,Zacatecas Zacatecas Mexico ,82.14285714,37.5,,62.5,144.6428571,72.32142857
Longueuil,45.5369442,-73.5107131,Quebec,Canada,Longueuil Quebec Canada ,100,37.5,,62.5,162.5,81.25
Sherbrooke,45.4041718,-71.8929107,Quebec,Canada,Sherbrooke Quebec Canada ,90.78947368,31.66666667,,68.33333333,159.122807,79.56140351
Boisbriand,45.6126338,-73.8383733,Quebec,Canada,Boisbriand Quebec Canada ,75,25,,75,150,75
Atlantic City,39.3642834,-74.4229266,New Jersey,United States of America,Atlantic City New Jersey United States of America ,91.66666667,37.5,,62.5,154.1666667,77.08333334
Richmond,45.665822,-72.147921,Quebec,Canada,Richmond Quebec Canada ,80,50,,50,130,65
Gold Coast,-28.016667,153.4,Queensland,Australia,Gold Coast Queensland Australia ,82.63888889,32.60869565,,67.39130435,150.0301932,75.01509662
Brest,52.0996507,23.7636662,Brest Region,Belarus,Brest Brest Region Belarus ,31.25,55,,45,76.25,38.125
Tainan,22.9998999,120.2268758,,Taiwan,Tainan Taiwan ,31.25,68.75,,31.25,62.5,31.25
Chateauguay,45.3601589,-73.7494033,Quebec,Canada,Chateauguay Quebec Canada ,100,0,,100,200,100
Victoriaville,46.0556724,-71.9589559,Quebec,Canada,Victoriaville Quebec Canada ,91.66666667,50,,50,141.6666667,70.83333334
Mascouche,45.7773374,-73.6323926,Quebec,Canada,Mascouche Quebec Canada ,100,50,,50,150,75
Rouyn-Noranda,48.2342362,-79.0187836,Quebec,Canada,Rouyn-Noranda Quebec Canada ,91.66666667,12.5,,87.5,179.1666667,89.58333334
Laval,45.6066487,-73.712409,Quebec,Canada,Laval Quebec Canada ,91.07142857,41.66666667,,58.33333333,149.4047619,74.70238095
Gatineau,45.4765446,-75.7012723,Quebec,Canada,Gatineau Quebec Canada ,88.63636364,42.85714286,,57.14285714,145.7792208,72.88961039
Granby,45.4032289,-72.7340662,Quebec,Canada,Granby Quebec Canada ,100,75,,25,125,62.5
Drummondville,45.8802909,-72.4842824,Quebec,Canada,Drummondville Quebec Canada ,100,0,,100,200,100
Montmagny,46.9801031,-70.5565719,Quebec,Canada,Montmagny Quebec Canada ,100,50,,50,150,75
Salaberry-de-Valleyfield,45.2500909,-74.1330862,Quebec,Canada,Salaberry-de-Valleyfield Quebec Canada ,85,50,,50,135,67.5
Senneterre,48.3902247,-77.244627,Quebec,Canada,Senneterre Quebec Canada ,100,50,,50,150,75
Sainte-Adele,45.952109,-74.1360289,Quebec,Canada,Sainte-Adele Quebec Canada ,90,100,,0,90,45
Allentown,40.6022939,-75.4714098,Pennsylvania,United States of America,Allentown Pennsylvania United States of America ,60.71428571,75,,25,85.71428571,42.85714286
Grants Pass,42.4390069,-123.3283925,Oregon,United States of America,Grants Pass Oregon United States of America ,62.5,75,,25,87.5,43.75
Kansk,56.2168141,95.7198146,Krasnoyarsk Krai,Russia,Kansk Krasnoyarsk Krai Russia ,0,75,,25,25,12.5
Hengyang,26.8931586,112.5719704,Hunan,People's Republic of China,Hengyang Hunan People's Republic of China ,0,50,,50,50,25
Zakopane,49.299181,19.9495621,Lesser Poland Voivodeship,Poland,Zakopane Lesser Poland Voivodeship Poland ,33.33333333,50,,50,83.33333333,41.66666667
Zakynthos,37.7870331,20.8998759,,Greece,Zakynthos Greece ,100,25,,75,175,87.5
Ruma,45.0080557,19.8159959,,Serbia,Ruma Serbia ,25,75,,25,50,25
Banska Bystrica,48.736277,19.1461917,Banska Bystrica Region,Slovakia,Banska Bystrica Banska Bystrica Region Slovakia ,62.5,25,,75,137.5,68.75
Trencin,48.884936,18.0335209,Trencin Region,Slovakia,Trencin Trencin Region Slovakia ,78.57142857,41.66666667,,58.33333333,136.9047619,68.45238095
Zalau,47.1854562,23.0573324,Salaj County,Romania,Zalau Salaj County Romania ,100,75,,25,125,62.5
Zamosc,50.7230879,23.2519686,Lublin Voivodeship,Poland,Zamosc Lublin Voivodeship Poland ,50,50,,50,100,50
Decin,50.7725563,14.2127612,,Czech Republic,Decin Czech Republic ,62.5,50,,50,112.5,56.25
Veszprem,47.1028087,17.9093019,Veszprem County,Hungary,Veszprem Veszprem County Hungary ,96.42857143,8.333333333,,91.66666667,188.0952381,94.04761905
Teplice,50.6444579,13.835284,,Czech Republic,Teplice Czech Republic ,75,0,,100,175,87.5
Liberec,50.76628,15.0543387,,Czech Republic,Liberec Czech Republic ,90.625,12.5,,87.5,178.125,89.0625
Chomutov,50.4634975,13.410737,,Czech Republic,Chomutov Czech Republic ,75,50,,50,125,62.5
Most,50.5015549,13.6329122,,Czech Republic,Most Czech Republic ,62.5,50,,50,112.5,56.25
Zanjan,36.6830045,48.5087209,Zanjan Province,Iran,Zanjan Zanjan Province Iran ,52.77777778,58.33333333,,41.66666667,94.44444445,47.22222223
Zanesville,39.9403453,-82.0131924,Ohio,United States of America,Zanesville Ohio United States of America ,50,85,,15,65,32.5
Manisa,38.6140337,27.4295624,Manisa Province,Turkey,Manisa Manisa Province Turkey ,16.66666667,50,,50,66.66666667,33.33333334
Zaozhuang,34.8107099,117.32196,Shandong,People's Republic of China,Zaozhuang Shandong People's Republic of China ,0,50,,50,50,25
Stip,41.746429,22.199654,Stip Municipality,North Macedonia,Stip Stip Municipality North Macedonia ,50,40,,60,110,55
Zapopan,20.6719563,-103.416501,Jalisco,Mexico,Zapopan Jalisco Mexico ,58.92857143,42.85714286,,57.14285714,116.0714286,58.03571429
Jablonec nad Nisou,50.7220528,15.1703135,,Czech Republic,Jablonec nad Nisou Czech Republic ,75,0,,100,175,87.5
Zgorzelec,51.1496361,15.0065645,Lower Silesian Voivodeship,Poland,Zgorzelec Lower Silesian Voivodeship Poland ,62.5,50,,50,112.5,56.25
Jelenia Gora,50.9044171,15.7193616,Lower Silesian Voivodeship,Poland,Jelenia Gora Lower Silesian Voivodeship Poland ,50,50,,50,100,50
Zaria,11.1247243,7.725376,Kaduna State,Nigeria,Zaria Kaduna State Nigeria ,0,100,,0,0,0
Zawiercie,50.487743,19.4166259,Silesian Voivodeship,Poland,Zawiercie Silesian Voivodeship Poland ,25,50,,50,75,37.5
Zary,51.6420121,15.1369992,Lubusz Voivodeship,Poland,Zary Lubusz Voivodeship Poland ,62.5,50,,50,112.5,56.25
Yueyang,29.3572799,113.12919,Hunan,People's Republic of China,Yueyang Hunan People's Republic of China ,0,50,,50,50,25
Kiryat Bialik,32.832154,35.088407,Haifa District,Israel,Kiryat Bialik Haifa District Israel ,29.16666667,37.5,,62.5,91.66666667,45.83333334
Givatayim,32.072176,34.808871,Tel Aviv District,Israel,Givatayim Tel Aviv District Israel ,25,50,,50,75,37.5
Karmiel,32.914671,35.292417,Northern District,Israel,Karmiel Northern District Israel ,53.57142857,0,,100,153.5714286,76.78571429
Beit Shemesh,31.747041,34.988099,Jerusalem District,Israel,Beit Shemesh Jerusalem District Israel ,37.5,66.66666667,,33.33333333,70.83333333,35.41666667
Afula,32.610493,35.287922,Northern District,Israel,Afula Northern District Israel ,41.66666667,37.5,,62.5,104.1666667,52.08333334
Arad,31.261447,35.214862,Southern District,Israel,Arad Southern District Israel ,41.66666667,37.5,,62.5,104.1666667,52.08333334
Herzliya,32.162413,34.844675,Tel Aviv District,Israel,Herzliya Tel Aviv District Israel ,80,15,,85,165,82.5
Kiryat Ata,32.809144,35.119773,Haifa District,Israel,Kiryat Ata Haifa District Israel ,25,50,,50,75,37.5
St Helens,53.456307,-2.737095,England,United Kingdom,St Helens England United Kingdom ,62.5,25,,75,137.5,68.75
Brookhaven,33.8650186,-84.3371266,Georgia,United States of America,Brookhaven Georgia United States of America ,50,75,,25,75,37.5
Mogilev,53.8980663,30.3325337,Mahiliou Region,Belarus,Mogilev Mahiliou Region Belarus ,53.125,50,,50,103.125,51.5625
Korolyov,55.9316797,37.8518552,Moscow Oblast,Russia,Korolyov Moscow Oblast Russia ,25,87.5,,12.5,37.5,18.75
Kladno,50.1416986,14.1067465,,Czech Republic,Kladno Czech Republic ,75,75,,25,100,50
Opava,49.9406598,17.8947989,,Czech Republic,Opava Czech Republic ,62.5,50,,50,112.5,56.25
Nakhodka,42.8438792,132.9179224,Primorsky Krai,Russia,Nakhodka Primorsky Krai Russia ,25,75,,25,50,25
Uzhhorod,48.6208,22.287883,Zakarpattia Oblast,Ukraine,Uzhhorod Zakarpattia Oblast Ukraine ,54.16666667,50,,50,104.1666667,52.08333334
Zhytomyr,50.25465,28.658667,Zhytomyr Oblast,Ukraine,Zhytomyr Zhytomyr Oblast Ukraine ,43.75,56.25,,43.75,87.5,43.75
Khmelnytskyi,49.422983,26.987133,Khmelnytskyi Oblast,Ukraine,Khmelnytskyi Khmelnytskyi Oblast Ukraine ,91.66666667,0,,100,191.6666667,95.83333334
Kremenchuk,49.065783,33.410033,Poltava Oblast,Ukraine,Kremenchuk Poltava Oblast Ukraine ,0,100,,0,0,0
Ivano-Frankivsk,48.922633,24.711117,Ivano-Frankivsk Oblast,Ukraine,Ivano-Frankivsk Ivano-Frankivsk Oblast Ukraine ,28.57142857,45,,55,83.57142857,41.78571429
Kherson,46.635417,32.616867,Kherson Oblast,Ukraine,Kherson Kherson Oblast Ukraine ,54.54545455,54.54545455,,45.45454545,100,50
Rivne,50.6199,26.251617,Rivne Oblast,Ukraine,Rivne Rivne Oblast Ukraine ,75,50,,50,125,62.5
Ternopil,49.553517,25.594767,Ternopil Oblast,Ukraine,Ternopil Ternopil Oblast Ukraine ,85.71428571,57.14285714,,42.85714286,128.5714286,64.28571429
Poltava,49.588267,34.551417,Poltava Oblast,Ukraine,Poltava Poltava Oblast Ukraine ,70,35,,65,135,67.5
Sumy,50.9077,34.7981,Sumy Oblast,Ukraine,Sumy Sumy Oblast Ukraine ,46.42857143,53.57142857,,46.42857143,92.85714286,46.42857143
Joinville,-26.3043758,-48.8463744,Santa Catarina,Brazil,Joinville Santa Catarina Brazil ,77.94117647,58.82352941,,41.17647059,119.1176471,59.55882353
Struga,41.1778353,20.6783258,Struga Municipality,North Macedonia,Struga Struga Municipality North Macedonia ,35,70,,30,65,32.5
Usti nad Labem,50.6611164,14.0531456,,Czech Republic,Usti nad Labem Czech Republic ,62.5,87.5,,12.5,75,37.5
Tetovo,42.0069115,20.9715269,Tetovo Municipality,North Macedonia,Tetovo Tetovo Municipality North Macedonia ,10.90909091,65.77669903,,34.22330097,45.13239188,22.56619594
Prilep,41.3440827,21.5527922,Prilep Municipality,North Macedonia,Prilep Prilep Municipality North Macedonia ,58.33333333,37.5,,62.5,120.8333333,60.41666667
Veles,41.7164563,21.7722966,Veles Municipality,North Macedonia,Veles Veles Municipality North Macedonia ,25,50,,50,75,37.5
Chernihiv,51.4982,31.28935,Chernihiv Oblast,Ukraine,Chernihiv Chernihiv Oblast Ukraine ,58.33333333,75,,25,83.33333333,41.66666667
Cherkasy,49.444433,32.059767,Cherkasy Oblast,Ukraine,Cherkasy Cherkasy Oblast Ukraine ,30.55555556,53.125,,46.875,77.43055556,38.71527778
Gostivar,41.8025541,20.9089378,Gostivar Municipality,North Macedonia,Gostivar Gostivar Municipality North Macedonia ,66.66666667,83.33333333,,16.66666667,83.33333334,41.66666667
Gevgelija,41.1451892,22.4997467,Gevgelija Municipality,North Macedonia,Gevgelija Gevgelija Municipality North Macedonia ,100,33.33333333,,66.66666667,166.6666667,83.33333334
Vinnytsia,49.233083,28.468217,Vinnytsia Oblast,Ukraine,Vinnytsia Vinnytsia Oblast Ukraine ,62.5,71.42857143,,28.57142857,91.07142857,45.53571429
Bitola,41.0296773,21.3292164,Bitola Municipality,North Macedonia,Bitola Bitola Municipality North Macedonia ,35.625,44.44444444,,55.55555556,91.18055556,45.59027778
Horlivka,48.3071,38.029633,Donetsk Oblast,Ukraine,Horlivka Donetsk Oblast Ukraine ,0,100,,0,0,0
King's Lynn,52.7516798,0.4022963,England,United Kingdom,King's Lynn England United Kingdom ,0,100,,0,0,0
Chernivtsi,48.2920787,25.9358367,Chernivtsi Oblast,Ukraine,Chernivtsi Chernivtsi Oblast Ukraine ,81.25,26.25,,73.75,155,77.5
Piotrkow Trybunalski,51.4051721,19.7030244,Lodz Voivodeship,Poland,Piotrkow Trybunalski Lodz Voivodeship Poland ,35,25,,75,110,55
Kicevo,41.5129112,20.9525065,Kicevo Municipality,North Macedonia,Kicevo Kicevo Municipality North Macedonia ,25,37.5,,62.5,87.5,43.75
Gwalior,26.2124007,78.1772053,Madhya Pradesh,India,Gwalior Madhya Pradesh India ,25,72.97297297,,27.02702703,52.02702703,26.01351352
Pabianice,51.6567303,19.35776,Lodz Voivodeship,Poland,Pabianice Lodz Voivodeship Poland ,29.16666667,50,,50,79.16666667,39.58333334
Bushehr,28.9144913,50.8279019,Bushehr Province,Iran,Bushehr Bushehr Province Iran ,0,100,,0,0,0
Santa Cruz,36.9741171,-122.0307963,California,United States of America,Santa Cruz California United States of America ,88.23529412,34.61538462,,65.38461538,153.6199095,76.80995475
Santa Clara,37.3541079,-121.9552356,California,United States of America,Santa Clara California United States of America ,75,35,,65,140,70
Arequipa,-16.4090474,-71.537451,Arequipa,Peru,Arequipa Arequipa Peru ,18.33333333,88.33333333,,11.66666667,30,15
Santa Barbara,34.4208305,-119.6981901,California,United States of America,Santa Barbara California United States of America ,83.82352941,56.25,,43.75,127.5735294,63.78676471
Faro,37.0193548,-7.9304397,,Portugal,Faro Portugal ,79.16666667,25,,75,154.1666667,77.08333334
Vlore,40.4660668,19.491356,Vlore County,Albania,Vlore Vlore County Albania ,66.66666667,75,,25,91.66666667,45.83333334
Batman,37.8895167,41.1292832,Batman Province,Turkey,Batman Batman Province Turkey ,0,50,,50,50,25
Ruse,43.8355713,25.9656554,Ruse Province,Bulgaria,Ruse Ruse Province Bulgaria ,21.42857143,50,,50,71.42857143,35.71428572
Samsun,41.2797031,36.3360667,Samsun Province,Turkey,Samsun Samsun Province Turkey ,31.81818182,50,,50,81.81818182,40.90909091
Inverness,57.477773,-4.224721,Scotland,United Kingdom,Inverness Scotland United Kingdom ,84.375,56.25,,43.75,128.125,64.0625
Heraklion,35.3387352,25.1442126,,Greece,Heraklion Greece ,86.76470588,50,,50,136.7647059,68.38235294
Salisbury,51.068785,-1.794472,England,United Kingdom,Salisbury England United Kingdom ,64.28571429,42.85714286,,57.14285714,121.4285714,60.71428572
Valdivia,-39.8173788,-73.2425333,Los Rios Region,Chile,Valdivia Los Rios Region Chile ,0,50,,50,50,25
Fukushima,37.7607991,140.4747856,Fukushima Prefecture,Japan,Fukushima Fukushima Prefecture Japan ,33.33333333,66.66666667,,33.33333333,66.66666666,33.33333333
Reading,51.4551201,-0.9787475,England,United Kingdom,Reading England United Kingdom ,72.82608696,30.55555556,,69.44444444,142.2705314,71.1352657
Czeladz,50.317273,19.0704415,Silesian Voivodeship,Poland,Czeladz Silesian Voivodeship Poland ,50,25,,75,125,62.5
Konotop,51.2409432,33.2050521,Sumy Oblast,Ukraine,Konotop Sumy Oblast Ukraine ,75,25,,75,150,75
Kuopio,62.89797,27.6781725,,Finland,Kuopio Finland ,95.83333333,37.5,,62.5,158.3333333,79.16666667
Allahabad,25.4358011,81.846311,Uttar Pradesh,India,Allahabad Uttar Pradesh India ,13.7195122,75,,25,38.7195122,19.3597561
Oskemen,49.9749295,82.6017244,East Kazakhstan Region,Kazakhstan,Oskemen East Kazakhstan Region Kazakhstan ,10.71428571,60.71428571,,39.28571429,50,25
Cartagena,37.6156944,-0.9892242,Region of Murcia,Spain,Cartagena Region of Murcia Spain ,65.625,25,,75,140.625,70.3125
Port Antonio,18.1712764,-76.4476321,Surrey County,Jamaica,Port Antonio Surrey County Jamaica ,75,100,,0,75,37.5
Dezhou,37.4354999,116.35927,Shandong,People's Republic of China,Dezhou Shandong People's Republic of China ,0,50,,50,50,25
Akron,41.0814447,-81.5190053,Ohio,United States of America,Akron Ohio United States of America ,65,83.33333333,,16.66666667,81.66666667,40.83333334
Ramenskoye,55.5668166,38.2256455,,Russia,Ramenskoye Russia ,25,50,,50,75,37.5
West Palm Beach,26.7153424,-80.0533746,Florida,United States of America,West Palm Beach Florida United States of America ,72.5,66.66666667,,33.33333333,105.8333333,52.91666667
Thrissur,10.5276416,76.2144349,Kerala,India,Thrissur Kerala India ,47.82608696,75,,25,72.82608696,36.41304348
Kopavogur,64.1033023,-21.8832579,,Iceland,Kopavogur Iceland ,100,50,,50,150,75
Coslada,40.4260459,-3.5651646,Community of Madrid,Spain,Coslada Community of Madrid Spain ,70.83333333,50,,50,120.8333333,60.41666667
Kawasaki,35.5308325,139.7029125,Kanagawa Prefecture,Japan,Kawasaki Kanagawa Prefecture Japan ,70,25,,75,145,72.5
Chambery,45.564601,5.917781,,France,Chambery France ,87.5,50,,50,137.5,68.75
Merida,20.9673702,-89.5925857,Yucatan,Mexico,Merida Yucatan Mexico ,71.09375,50,,50,121.09375,60.546875
Teresina,-5.0961242,-42.8023065,Piaui,Brazil,Teresina Piaui Brazil ,75,75,,25,100,50
Pleven,43.4170423,24.6066847,Pleven Province,Bulgaria,Pleven Pleven Province Bulgaria ,17.85714286,100,,0,17.85714286,8.92857143
Stornoway,58.209435,-6.3848692,Scotland,United Kingdom,Stornoway Scotland United Kingdom ,100,0,,100,200,100
Fort Lauderdale,26.1224386,-80.1373174,Florida,United States of America,Fort Lauderdale Florida United States of America ,81.57894737,42.10526316,,57.89473684,139.4736842,69.73684211
Malatya,38.3553627,38.3335247,Malatya Province,Turkey,Malatya Malatya Province Turkey ,0,50,,50,50,25
Upper Hutt,-41.1249326,175.0656426,Wellington Region,New Zealand,Upper Hutt Wellington Region New Zealand ,100,50,,50,150,75
Billings,45.7832856,-108.5006904,Montana,United States of America,Billings Montana United States of America ,75,40,,60,135,67.5
West Lafayette,40.4258686,-86.9080655,Indiana,United States of America,West Lafayette Indiana United States of America ,75,75,,25,100,50
Crescent City,41.7557501,-124.2025913,California,United States of America,Crescent City California United States of America ,100,0,,100,200,100
Eger,47.9025348,20.3772284,Heves County,Hungary,Eger Heves County Hungary ,100,50,,50,150,75
Kalamazoo,42.2917069,-85.5872286,Michigan,United States of America,Kalamazoo Michigan United States of America ,88.63636364,53.57142857,,46.42857143,135.0649351,67.53246754
Kragujevac,44.0127932,20.9114225,Sumadija District,Serbia,Kragujevac Sumadija District Serbia ,50,43.75,,56.25,106.25,53.125
Joao Pessoa,-7.1188352,-34.8814339,Paraiba,Brazil,Joao Pessoa Paraiba Brazil ,86.11111111,43.75,,56.25,142.3611111,71.18055556
Liepaja,56.5046678,21.010806,,Latvia,Liepaja Latvia ,90.38461538,5.555555556,,94.44444444,184.8290598,92.41452991
Yavne,31.877958,34.739449,Central District,Israel,Yavne Central District Israel ,25,50,,50,75,37.5
Thiruvananthapuram,8.5241391,76.9366376,,India,Thiruvananthapuram India ,52.71084337,53.28947368,,46.71052632,99.42136969,49.71068485
Cakovec,46.3897383,16.4379653,Medimurje County,Croatia,Cakovec Medimurje County Croatia ,100,37.5,,62.5,162.5,81.25
Kalamata,37.0366386,22.1143716,Peloponnese Region,Greece,Kalamata Peloponnese Region Greece ,50,40,,60,110,55
Craiova,44.3301785,23.7948808,Dolj County,Romania,Craiova Dolj County Romania ,53.84615385,36.11111111,,63.88888889,117.7350427,58.86752137
Adiyaman,37.76365,38.2772592,Adiyaman Province,Turkey,Adiyaman Adiyaman Province Turkey ,0,50,,50,50,25
Vitoria,-20.3196644,-40.3384748,Espirito Santo,Brazil,Vitoria Espirito Santo Brazil ,34.61538462,55,,45,79.61538462,39.80769231
Sopron,47.6816619,16.5844795,Gyor-Moson-Sopron County,Hungary,Sopron Gyor-Moson-Sopron County Hungary ,100,0,,100,200,100
Dobrich,43.57259,27.8272606,Dobrich Province,Bulgaria,Dobrich Dobrich Province Bulgaria ,37.5,100,,0,37.5,18.75
Sari,36.5658729,53.0586328,Mazandaran Province,Iran,Sari Mazandaran Province Iran ,29.16666667,50,,50,79.16666667,39.58333334
Eskisehir,39.7667061,30.5256311,,Turkey,Eskisehir Turkey ,64.58333333,36.11111111,,63.88888889,128.4722222,64.23611111
Campo Grande,-20.4648517,-54.6218477,Mato Grosso do Sul,Brazil,Campo Grande Mato Grosso do Sul Brazil ,92.5,57.14285714,,42.85714286,135.3571429,67.67857143
Tripoli,34.4345947,35.8361633,North Governorate,Lebanon,Tripoli North Governorate Lebanon ,27.77777778,81.25,,18.75,46.52777778,23.26388889
Moa,20.6574573,-74.9501034,Holguin Province,Cuba,Moa Holguin Province Cuba ,0,75,,25,25,12.5
Nara,34.685109,135.8048019,Nara Prefecture,Japan,Nara Nara Prefecture Japan ,100,50,,50,150,75
Doboj,44.7348727,18.0842548,Republika Srpska,Bosnia and Herzegovina,Doboj Republika Srpska Bosnia and Herzegovina ,87.5,75,,25,112.5,56.25
San Mateo,37.5629917,-122.3255254,California,United States of America,San Mateo California United States of America ,80,20,,80,160,80
Yuba City,39.1404477,-121.6169108,California,United States of America,Yuba City California United States of America ,100,50,,50,150,75
Srinagar,34.0836708,74.7972825,Jammu and Kashmir,India,Srinagar Jammu and Kashmir India ,77.5862069,51.92307692,,48.07692308,125.66313,62.83156499
Jinan,36.6518399,117.12009,Shandong,People's Republic of China,Jinan Shandong People's Republic of China ,15.27777778,46.42857143,,53.57142857,68.84920635,34.42460318
Chester,53.193392,-2.893075,England,United Kingdom,Chester England United Kingdom ,81.25,20,,80,161.25,80.625
Subotica,46.0969581,19.65763,,Serbia,Subotica Serbia ,50,50,,50,100,50
Abbottabad,34.1687502,73.2214982,Khyber Pakhtunkhwa,Pakistan,Abbottabad Khyber Pakhtunkhwa Pakistan ,62.5,80.35714286,,19.64285714,82.14285714,41.07142857
Qingdao,36.0662299,120.38299,Shandong,People's Republic of China,Qingdao Shandong People's Republic of China ,50.73529412,62.93103448,,37.06896552,87.80425964,43.90212982
Blackpool,53.8167423,-3.0370485,England,United Kingdom,Blackpool England United Kingdom ,70,45.83333333,,54.16666667,124.1666667,62.08333334
Stara Zagora,42.4257769,25.6344644,Stara Zagora Province,Bulgaria,Stara Zagora Stara Zagora Province Bulgaria ,61.11111111,5,,95,156.1111111,78.05555556
Passaic,40.8567662,-74.1284764,New Jersey,United States of America,Passaic New Jersey United States of America ,50,75,,25,75,37.5
Agartala,23.831457,91.2867777,Tripura,India,Agartala Tripura India ,63.63636364,58.33333333,,41.66666667,105.3030303,52.65151516
Aydin,37.8380162,27.8455601,Aydin Province,Turkey,Aydin Aydin Province Turkey ,14.28571429,50,,50,64.28571429,32.14285715
Bournemouth,50.7220101,-1.8667169,,United Kingdom,Bournemouth United Kingdom ,64.70588235,31.25,,68.75,133.4558824,66.72794118
Gloucester,51.8642449,-2.238156,England,United Kingdom,Gloucester England United Kingdom ,50,50,,50,100,50
Taganrog,47.2125752,38.9159658,Rostov Oblast,Russia,Taganrog Rostov Oblast Russia ,58.33333333,58.33333333,,41.66666667,100,50
Agadir,30.4277547,-9.5981072,Souss-Massa,Morocco,Agadir Souss-Massa Morocco ,64.58333333,18.18181818,,81.81818182,146.4015152,73.20075758
Amasya,40.656455,35.837347,Amasya Province,Turkey,Amasya Amasya Province Turkey ,12.5,50,,50,62.5,31.25
Qom,34.6415764,50.8746035,Qom Province,Iran,Qom Qom Province Iran ,20,33.33333333,,66.66666667,86.66666667,43.33333334
Chiba,35.6074041,140.1065366,Chiba Prefecture,Japan,Chiba Chiba Prefecture Japan ,100,100,,0,100,50
Keflavik,63.9997549,-22.5582716,,Iceland,Keflavik Iceland ,87.5,0,,100,187.5,93.75
Cuiaba,-15.5954142,-56.0925824,Mato Grosso,Brazil,Cuiaba Mato Grosso Brazil ,25,37.5,,62.5,87.5,43.75
Guimaraes,41.44253,-8.2917857,Braga,Portugal,Guimaraes Braga Portugal ,93.75,43.75,,56.25,150,75
Pattaya,12.9235557,100.8824551,Chon Buri,Thailand,Pattaya Chon Buri Thailand ,19.40789474,78.66666667,,21.33333333,40.74122807,20.37061404
Denizli,37.7830159,29.0963328,Denizli Province,Turkey,Denizli Denizli Province Turkey ,29.54545455,40,,60,89.54545455,44.77272728
Zlin,49.2244365,17.6627635,,Czech Republic,Zlin Czech Republic ,75,37.5,,62.5,137.5,68.75
Isparta,37.7626487,30.553705,Isparta Province,Turkey,Isparta Isparta Province Turkey ,12.5,37.5,,62.5,75,37.5
Kotor,42.424662,18.771234,Kotor Municipality,Montenegro,Kotor Kotor Municipality Montenegro ,75,25,,75,150,75
Dornbirn,47.4124,9.74379,Vorarlberg,Austria,Dornbirn Vorarlberg Austria ,100,0,,100,200,100
Nyiregyhaza,47.9495324,21.7244053,Szabolcs-Szatmar-Bereg County,Hungary,Nyiregyhaza Szabolcs-Szatmar-Bereg County Hungary ,50,50,,50,100,50
Eugene,44.0520691,-123.0867536,Oregon,United States of America,Eugene Oregon United States of America ,75,36.25,,63.75,138.75,69.375
