City,Longitude,Latitude,Region,Country,AirQuality,WaterPollution
Tirunelveli,8.7139126,77.7566523,,India,55.55555556,75
Amagasaki,34.7327113,135.4057914,Hyogo Prefecture,Japan,100,0
Rapid City,44.0805434,-103.2310149,South Dakota,United States of America,92.5,37.5
Tralee,52.2713096,-9.6999325,,Ireland,91.66666667,8.333333333
Guildford,51.23622,-0.570409,England,United Kingdom,67.85714286,39.28571429
Aylesbury,51.815606,-0.8084,England,United Kingdom,58.33333333,25
Binghamton,42.0986867,-75.9179738,New York,United States of America,62.5,62.5
Dudley,52.512255,-2.081112,England,United Kingdom,100,0
Bellevue,47.6101497,-122.2015159,Washington,United States of America,94.23076923,19.44444444
Trujillo,-8.1060428,-79.0329727,La Libertad,Peru,50,37.5
Kocani,41.9168048,22.4082849,Kocani Municipality,North Macedonia,12.5,50
Kisumu,-0.0917016,34.7679568,,Kenya,100,0
Panaji,15.4909301,73.8278496,Goa,India,25,50
Lohja,60.251176,24.0674709,Uusimaa,Finland,100,50
Kazincbarcika,48.2489437,20.6189771,Borsod-Abauj-Zemplen County,Hungary,50,50
Znojmo,48.8559107,16.0542676,,Czech Republic,87.5,50
Jaffna,9.6614981,80.0255465,Northern Province,Sri Lanka,53.57142857,53.57142857
Lomza,53.1781197,22.0590321,Podlaskie Voivodeship,Poland,75,50
Slobozia,44.5628889,27.3613656,Ialomița County,Romania,25,75
Warrington,53.3900441,-2.5969501,England,United Kingdom,75,25
Xiangtan,27.8297499,112.94411,Hunan,People's Republic of China,0,50
Harrogate,53.99212,-1.541812,England,United Kingdom,75,6.25
Rapla,59.0000543,24.8048628,Rapla County,Estonia,100,50
Husavik,66.0449706,-17.3383443,,Iceland,50,50
Fayetteville,36.0626579,-94.1605839,Arkansas,United States of America,94.44444444,20
El Jadida,33.2316326,-8.5007116,Casablanca-Settat,Morocco,15,65
Macon,32.8406946,-83.6324022,Georgia,United States of America,60,50
Montana,43.4085161,23.2257292,Montana Province,Bulgaria,20,50
Kuching,1.553504,110.3592927,Sarawak,Malaysia,61.9047619,61.66666667
Walvis Bay,-22.9584081,14.5057511,Erongo Region,Namibia,25,58.33333333
Xalapa,19.5437751,-96.9101806,Veracruz,Mexico,62.5,18.75
Cugir,45.8370606,23.3675078,Alba County,Romania,100,25
Vinkovci,45.2879058,18.8056781,Vukovar-Syrmia County,Croatia,100,0
Comodoro Rivadavia,-45.8656149,-67.4822429,Chubut Province,Argentina,85.71428571,58.33333333
Walla Walla,46.0645809,-118.3430209,Washington,United States of America,100,0
Ibague,4.444676,-75.242438,Tolima Department,Colombia,56.61764706,79.04411765
Casper,42.848709,-106.2980824,Wyoming,United States of America,100,33.33333333
Tivat,42.4349809,18.7066398,Tivat Municipality,Montenegro,65,50
Mansoura,31.0409483,31.3784704,,Egypt,37.5,70
Redmond,47.6739881,-122.121512,Washington,United States of America,87.5,33.33333333
Piura,-5.1782884,-80.6548882,Piura,Peru,25,75
Johor Bahru,1.492659,103.7413591,Johor,Malaysia,50,56.25
Geelong,-38.1492994,144.3598426,Victoria,Australia,83.33333333,23.80952381
Kelowna,49.8879519,-119.4960106,British Columbia,Canada,79.87804878,32.43243243
Peoria,40.6936488,-89.5889864,Illinois,United States of America,96.875,29.16666667
Gisborne,-38.6640913,178.0227931,,New Zealand,0,75
Aberdeen,46.9753708,-123.8157218,Washington,United States of America,100,0
Rockford,42.2711311,-89.0939952,Illinois,United States of America,60.71428571,60
Vancouver,45.6280277,-122.673865,Washington,United States of America,73.07692308,29.80769231
Erie,42.1292241,-80.085059,Pennsylvania,United States of America,80,100
Chelm,51.1431232,23.4711986,Lublin Voivodeship,Poland,50,50
Hollywood,26.0112014,-80.1494901,Florida,United States of America,100,37.5
Al Ain,24.1301619,55.8023118,Emirate of Abu Dhabi,United Arab Emirates,44.79166667,38.88888889
Suwalki,54.1115218,22.9307881,Podlaskie Voivodeship,Poland,87.5,50
Aberdeen,45.4646985,-98.4864829,South Dakota,United States of America,50,83.33333333
Tunja,5.5446422,-73.3575572,Boyaca Department,Colombia,100,75
Solapur,17.6599188,75.9063906,Maharashtra,India,20.83333333,73.07692308
Reading,40.3356483,-75.9268747,Pennsylvania,United States of America,87.5,50
Brunswick,44.7281752,-71.6749551,Vermont,United States of America,100,37.5
Nakuru,-0.3030988,36.080026,,Kenya,75,25
Kitwe,-12.8231947,28.2175744,Copperbelt Province,Zambia,0,100
Columbus,32.4609764,-84.9877094,Georgia,United States of America,82.5,45
Mission,26.2159066,-98.3252932,Texas,United States of America,100,0
Bauru,-22.3155297,-49.0708221,Sao Paulo,Brazil,58.33333333,50
Plasencia,40.0420955,-6.0838065,Extremadura,Spain,75,50
Huntington,38.4192496,-82.445154,West Virginia,United States of America,75,25
Kingsport,36.548434,-82.5618186,Tennessee,United States of America,56.25,93.75
Givet,50.136386,4.824387,,France,100,50
Bhilai,21.1938475,81.3509416,Chhattisgarh,India,34.82142857,55.68181818
Abeche,13.8359124,20.8433709,Ouaddai Region,Chad,62.5,37.5
Sremska Mitrovica,44.979777,19.6102033,,Serbia,75,12.5
Ponta Grossa,-25.0995752,-50.1583959,Parana,Brazil,62.5,37.5
Bhavnagar,21.7644725,72.1519304,Gujarat,India,61.36363636,61.9047619
Jhansi,25.4484257,78.5684594,Uttar Pradesh,India,47.82608696,69.73684211
Naperville,41.7508391,-88.1535352,Illinois,United States of America,83.33333333,12.5
Morogoro,-6.8277556,37.6591144,,Tanzania,66.66666667,100
Gujranwala,32.1876919,74.1944529,Punjab,Pakistan,18.05555556,54.41176471
Khulna,22.845641,89.5403279,Khulna Division,Bangladesh,45.83333333,39.28571429
Changwon,35.4606,128.2132,South Gyeongsang,South Korea,31.25,75
Bucaramanga,7.119349,-73.1227416,Santander Department,Colombia,40,25
Nishinomiya,34.7376029,135.3415109,Hyogo Prefecture,Japan,62.5,50
Setif,36.1897593,5.4107984,Setif Province,Algeria,50,100
Burnaby,49.2488091,-122.9805104,British Columbia,Canada,77.77777778,41.07142857
Clearwater,27.9658533,-82.8001026,Florida,United States of America,85.71428571,35.71428571
Dhanbad,23.7956531,86.4303859,Jharkhand,India,20.19230769,64.13043478
Bani Walid,31.7975831,14.053676,Misrata District,Libya,100,50
Tabuk,28.3835079,36.5661908,Tabuk Province,Saudi Arabia,50,25
Taichung,24.1631651,120.6746691,,Taiwan,22.79411765,75.79365079
Lewes,50.873872,0.00878,England,United Kingdom,100,0
Wuwei,37.9281999,102.63797,Gansu,People's Republic of China,0,50
Traralgon,-38.1940197,146.5336107,Victoria,Australia,75,50
Olaine,56.789674,23.9295799,Olaine Municipality,Latvia,100,0
Keelung,25.1275997,121.7391815,Taiwan Province,Taiwan,50,50
Bharatpur,27.670626,84.4384613,Bagmati,Nepal,87.5,12.5
Sochaczew,52.2293372,20.238359,Masovian Voivodeship,Poland,37.5,50
Bad Ischl,47.7123805,13.6209459,Upper Austria,Austria,85,50
Knysna,-34.0350856,23.0464693,Western Cape,South Africa,100,25
Amstetten,48.12502,14.86934,Lower Austria,Austria,62.5,50
Vocklabruck,48.00334,13.65613,Upper Austria,Austria,100,50
Gaya,24.7913957,85.0002336,Bihar,India,0,50
Simbach am Inn,48.2675863,13.0273628,Bavaria,Germany,100,50
Clifton,40.8584328,-74.1637553,New Jersey,United States of America,100,0
Jammu,32.7266016,74.8570259,Jammu and Kashmir,India,44.76744186,62.82051282
Hallein,47.68248,13.10037,Salzburg,Austria,100,50
Abensberg,48.8177181,11.8507867,Bavaria,Germany,100,50
Bunbury,-33.3270366,115.6408605,Western Australia,Australia,100,0
Mittersill,47.2794472,12.4792615,Salzburg,Austria,50,50
Naples,26.1420358,-81.7948103,Florida,United States of America,80.76923077,30.76923077
Bruck an der Mur,47.40993,15.26861,Styria,Austria,75,50
Traun,48.2211299,14.2368043,Upper Austria,Austria,87.5,50
Steyr,48.05009,14.41827,Upper Austria,Austria,100,50
Chiclayo,-6.7700798,-79.8549907,Lambayeque,Peru,50,50
Karaman,37.181009,33.222243,Karaman Province,Turkey,20,0
Ozamiz,8.162411,123.7741195,,Philippines,87.5,50
Baniyas,35.1852624,35.9533322,Tartus Governorate,Syria,25,91.66666667
Trowbridge,51.319664,-2.208853,England,United Kingdom,0,100
Yongzhou,26.4203399,111.61225,Hunan,People's Republic of China,0,50
Aurora,44.00648,-79.450396,Ontario,Canada,50,37.5
Newport Beach,33.6188829,-117.9298493,California,United States of America,93.75,25
Dhahran,26.2361248,50.0393017,Eastern Province,Saudi Arabia,40.625,40.625
Buchanan,5.887247,-10.0303723,Grand Bassa County,Liberia,0,50
Amravati,20.9319821,77.7523039,Maharashtra,India,36.25,59.61538462
Belgaum,15.8496953,74.4976741,Karnataka,India,46.71052632,82.43243243
Lethbridge,49.6955856,-112.8451365,Alberta,Canada,68.75,36.36363636
Contagem,-19.9384589,-44.0518344,Minas Gerais,Brazil,50,75
Scranton,41.408969,-75.6624122,Pennsylvania,United States of America,92.85714286,41.66666667
Ipoh,4.597479,101.090106,Perak,Malaysia,61.11111111,50
Abbotsford,49.0504377,-122.3044697,British Columbia,Canada,64.28571429,36.45833333
Moshi,-3.3486455,37.3435249,Kilimanjaro Region,Tanzania,75,0
Tanta,30.7865086,31.0003757,Gharbia Governorate,Egypt,37.5,80
Turnhout,51.3216509,4.9375577,Flemish Region,Belgium,75,50
Makarska,43.2937769,17.0215239,Split-Dalmatia County,Croatia,100,0
Sanandaj,35.3218748,46.9861647,Kurdistan Province,Iran,3.571428571,83.33333333
Haridwar,29.9456906,78.1642478,Uttarakhand,India,71.875,53.125
Cascais,38.6970565,-9.4222945,Lisbon,Portugal,78.125,41.66666667
Tsukuba,36.0835255,140.0764454,Ibaraki Prefecture,Japan,100,25
Santarem,39.2366618,-8.6860119,Santarem,Portugal,95,50
Niagara Falls,43.0895577,-79.0849436,Ontario,Canada,83.33333333,43.75
San Pedro Sula,15.5038827,-88.0138619,Cortes Department,Honduras,28.57142857,67.85714286
Jundiai,-23.1856528,-46.8892222,Sao Paulo,Brazil,67.85714286,5
Massawa,15.6080391,39.4531069,Northern Red Sea Region,Eritrea,100,25
Caldas da Rainha,39.4048977,-9.135404,Leiria,Portugal,50,50
Volta Redonda,-22.5082014,-44.0934196,Rio de Janeiro,Brazil,50,50
Nove Zamky,47.9881643,18.1571098,Nitra Region,Slovakia,75,0
Hajnowka,52.74514,23.58165,Podlaskie Voivodeship,Poland,62.5,50
Karaikal,10.9254398,79.8380056,Puducherry,India,50,50
Azaz,36.5868261,37.0480843,Aleppo Governorate,Syria,8.333333333,50
Modling,48.08255,16.2869,Lower Austria,Austria,87.5,50
Noida,28.5355161,77.3910265,Uttar Pradesh,India,11.48255814,82.63473054
Coonoor,11.3530022,76.7959095,Tamil Nadu,India,87.5,45
David,8.4007278,-82.4427769,Chiriqui Province,Panama,80,30
Teixeira de Freitas,-17.5400307,-39.7421813,Bahia,Brazil,25,100
Albany,31.5785074,-84.155741,Georgia,United States of America,75,16.66666667
Duluth,34.0028786,-84.1446376,Georgia,United States of America,50,0
Blacksburg,37.2295733,-80.4139393,Virginia,United States of America,75,0
Newport,43.3653585,-72.1734388,New Hampshire,United States of America,100,0
Sharjah,25.3461555,55.4210932,Emirate of Sharjah,United Arab Emirates,54.41176471,36.76470588
Rio Claro,-22.4107652,-47.5596215,Sao Paulo,Brazil,25,50
Valsad,20.5992349,72.9342451,Gujarat,India,75,75
Muonio,67.9552873,23.6840919,,Finland,100,0
Kakamega,0.2827307,34.7518631,,Kenya,100,75
Middletown,41.4459271,-74.4229341,New York,United States of America,100,25
Daqing,46.5875799,125.10307,Heilongjiang,People's Republic of China,12.5,50
Abastumani,41.7555687,42.8315217,Samtskhe-Javakheti,Georgia,62.5,50
Al Wakrah,25.1659314,51.5975524,,Qatar,14.28571429,25
Witbank,-25.8727817,29.2553229,Mpumalanga,South Africa,16.25,98.4375
Boston,52.97894,-0.026577,England,United Kingdom,62.5,25
Naga,13.6217753,123.1948238,,Philippines,70,45
Joplin,37.0842271,-94.513281,Missouri,United States of America,79.16666667,18.75
Bojnord,37.4702063,57.3143348,North Khorasan Province,Iran,0,50
Bahawalpur,29.35435,71.691066,,Pakistan,75,60
Vilvoorde,50.926454,4.4258375,Flemish Region,Belgium,75,50
Gospic,44.5469337,15.3750495,Lika-Senj County,Croatia,100,0
Galle,6.0535185,80.2209773,Southern Province,Sri Lanka,75,37.5
Sanya,18.2524799,109.51209,Hainan,People's Republic of China,70,0
Siedlce,52.1676031,22.2901645,Masovian Voivodeship,Poland,46.42857143,50
San Juan de Pasto,1.2058837,-77.285787,Narino Department,Colombia,70,75
Lancaster,40.0378755,-76.3055144,Pennsylvania,United States of America,66.66666667,45
Pocatello,42.8621042,-112.4506191,Idaho,United States of America,83.33333333,87.5
Bata,1.8533177,9.7790227,,Equatorial Guinea,25,25
Novo Hamburgo,-29.683463,-51.1337471,Rio Grande do Sul,Brazil,87.5,0
Abingdon-on-Thames,51.67078,-1.2879529,England,United Kingdom,100,50
Kollam,8.8932118,76.6141396,Kerala,India,75,44.11764706
Valkeakoski,61.2711827,24.0333265,,Finland,100,50
Rajshahi,24.3745146,88.604166,Rajshahi Division,Bangladesh,47.22222222,30
Brcko,44.8726563,18.8106276,Brcko District,Bosnia and Herzegovina,25,87.5
Simi Valley,34.2694474,-118.781482,California,United States of America,82.14285714,25
Fairfield,38.2491956,-122.0405151,California,United States of America,87.5,37.5
Prijedor,44.9778368,16.7060617,Republika Srpska,Bosnia and Herzegovina,75,25
Guarapuava,-25.3888586,-51.4612553,Parana,Brazil,100,0
Bangor,44.8016128,-68.7712257,Maine,United States of America,87.5,12.5
Rockville,39.0839973,-77.1527578,Maryland,United States of America,87.5,50
Mount Gambier,-37.8284406,140.7806761,South Australia,Australia,83.33333333,0
Laramie,41.3113669,-105.5911007,Wyoming,United States of America,100,0
Almada,38.6765238,-9.1651047,Setubal,Portugal,85.71428571,50
Armenia,4.5350004,-75.6756888,Quindio Department,Colombia,62.5,37.5
Okinawa,26.3343533,127.8056058,Okinawa Prefecture,Japan,80.55555556,40
Nuevo Laredo,27.4779362,-99.549573,Tamaulipas State,Mexico,37.5,68.75
Parkersburg,39.2667418,-81.5615135,West Virginia,United States of America,0,100
Kalgoorlie,-30.749,121.466,Western Australia,Australia,75,50
Kota,25.2138156,75.8647527,,India,30.20833333,48.4375
Muradabad,28.8386481,78.7733286,Uttar Pradesh,India,37.5,43.75
Dimitrovgrad,42.0545053,25.5945249,Haskovo Province,Bulgaria,12.5,50
Amol,36.4676264,52.350694,Mazandaran Province,Iran,100,75
Fayetteville,35.0526641,-78.8783585,North Carolina,United States of America,77.08333333,66.66666667
Velika Gorica,45.7142122,16.0752431,Zagreb County,Croatia,25,50
Schenectady,42.8142432,-73.9395687,New York,United States of America,50,50
Albury,-36.0751193,146.9094852,New South Wales,Australia,95,8.333333333
Heze,35.2336299,115.48115,Shandong,People's Republic of China,0,50
Maracay,10.2441931,-67.6066164,Aragua,Venezuela,25,100
Vila Velha,-20.3518079,-40.3079697,Espirito Santo,Brazil,33.33333333,41.66666667
Quetzaltenango,14.8446068,-91.5231866,Quetzaltenango Department,Guatemala,29.16666667,75
Newport News,37.0870821,-76.4730122,Virginia,United States of America,66.66666667,62.5
Popayan,2.4448143,-76.6147395,Cauca Department,Colombia,100,25
Salto,-31.388028,-57.9612455,Salto Department,Uruguay,100,25
Lienz,46.82769,12.76272,Tyrol,Austria,100,50
Cuprija,43.9263445,21.3780076,Pomoravlje District,Serbia,59.375,65.625
Qena,26.155061,32.7160121,Qena Governorate,Egypt,50,25
Inuvik,68.3607437,-133.7230177,Northwest Territories,Canada,87.5,50
Batna,35.5634192,6.1889996,Batna Province,Algeria,100,25
Holland,38.2456081,-87.0361099,Indiana,United States of America,75,75
Launceston,-41.439068,147.1357671,Tasmania,Australia,68.75,50
Caslav,49.9108953,15.3907936,,Czech Republic,100,0
Shuangyashan,46.6465799,131.1591,Heilongjiang,People's Republic of China,12.5,50
Adelanto,34.5827699,-117.409215,California,United States of America,50,50
Wuhu,31.3524599,118.43313,Anhui,People's Republic of China,0,50
Huainan,32.6254899,116.9998,Anhui,People's Republic of China,0,50
Anqing,30.5429399,117.06354,Anhui,People's Republic of China,0,50
Fuyang,32.8896299,115.81495,Anhui,People's Republic of China,0,50
Lu'an,31.7348799,116.5232399,Anhui,People's Republic of China,0,50
Bozhou,33.8446099,115.77931,Anhui,People's Republic of China,0,50
Xuancheng,30.9407799,118.75866,Anhui,People's Republic of China,0,50
Ganzhou,25.8310899,114.93476,Jiangxi,People's Republic of China,0,50
Fuzhou,27.9478099,116.35809,Jiangxi,People's Republic of China,50,25
Shangrao,28.4546299,117.9435699,Jiangxi,People's Republic of China,0,50
Goldsboro,35.3848841,-77.9927651,North Carolina,United States of America,60,100
Chester,39.849557,-75.3557457,Pennsylvania,United States of America,87.5,50
Medicine Hat,50.0291676,-110.7034049,Alberta,Canada,87.5,34.375
Jindrichuv Hradec,49.1444823,15.0061389,,Czech Republic,100,25
Athlone,53.4239331,-7.9406898,Leinster,Ireland,80,25
El Cajon,32.7947731,-116.9625269,California,United States of America,50,25
George,-33.9881281,22.4529878,Western Cape,South Africa,93.75,12.5
Dahab,28.5091355,34.5136344,South Sinai Governorate,Egypt,100,58.33333333
Pembroke Pines,26.007765,-80.2962555,Florida,United States of America,100,75
Slapanice,49.168629,16.7273178,,Czech Republic,87.5,37.5
Adrian,32.5307224,-82.5892995,Georgia,United States of America,83.33333333,87.5
Dongying,37.4336499,118.67466,Shandong,People's Republic of China,0,50
Escondido,33.1192068,-117.086421,California,United States of America,75,12.5
Farmville,35.5954381,-77.5852496,North Carolina,United States of America,75,25
Raipur,21.2513844,81.6296413,Chhattisgarh,India,15.09433962,68.61702128
Jining,35.4145899,116.58724,Shandong,People's Republic of China,0,50
Tavira,37.1335906,-7.6430019,,Portugal,100,0
Sines,37.9571555,-8.8608907,Setubal,Portugal,75,50
Weihai,37.5134799,122.12171,Shandong,People's Republic of China,12.5,50
Zywiec,49.6912999,19.1823983,Silesian Voivodeship,Poland,50,50
Rizhao,35.4164599,119.52719,Shandong,People's Republic of China,10.71428571,37.5
Taytay,14.5585549,121.1360819,,Philippines,0,100
Linyi,35.1046499,118.3564599,Shandong,People's Republic of China,4.166666667,87.5
Liaocheng,36.4570199,115.9854899,Shandong,People's Republic of China,0,50
Binzhou,37.3821099,117.97279,Shandong,People's Republic of China,0,50
Castelo Branco,39.8196165,-7.4965133,Castelo Branco,Portugal,100,0
Albufeira,37.0890719,-8.2478796,,Portugal,71.42857143,33.33333333
Jeddah,21.485811,39.1925048,Mecca Province,Saudi Arabia,35.24096386,54.43037975
Folkestone,51.081397,1.169456,England,United Kingdom,75,50
Gouyave,12.1691738,-61.7261422,Saint John Parish,Grenada,50,75
Valasske Mezirici,49.4718042,17.9711369,,Czech Republic,50,100
Valledupar,10.4742449,-73.2436335,Cesar Department,Colombia,50,50
Nove Mesto nad Vahom,48.7568395,17.8253957,Trencin Region,Slovakia,50,50
Heviz,46.7902864,17.1866936,Zala County,Hungary,62.5,37.5
Janakpurdham,26.7271466,85.9406745,,Nepal,50,62.5
Latacunga,-0.9339953,-78.6145698,Cotopaxi Province,Ecuador,58.33333333,91.66666667
Puerto la Cruz,10.2007985,-64.6334643,Anzoategui,Venezuela,25,100
Nyeri,-0.437099,36.9580104,,Kenya,87.5,50
Yasuj,30.6683832,51.5875235,Kohgiluyeh and Boyer-Ahmad Province,Iran,0,50
Lukow,51.927158,22.3830241,Lublin Voivodeship,Poland,62.5,50
Litomerice,50.5384197,14.1305458,,Czech Republic,75,50
Hattiesburg,31.3271189,-89.2903392,Mississippi,United States of America,82.14285714,41.66666667
Karlovy Vary,50.2318521,12.8719616,,Czech Republic,64.28571429,16.66666667
Penrith,-33.7506759,150.687674,New South Wales,Australia,25,25
Whitby,43.8975446,-78.9429329,Ontario,Canada,86.53846154,17.30769231
Ajax,43.8508553,-79.0203732,Ontario,Canada,87.5,38.63636364
Pickering,43.8384117,-79.0867579,Ontario,Canada,75,50
Des Plaines,42.0333623,-87.8833991,Illinois,United States of America,100,50
Torreon,25.5428443,-103.4067861,Coahuila,Mexico,47.22222222,50
Paradise,39.7596061,-121.6219177,California,United States of America,75,50
Samokov,42.3369976,23.5527975,Sofia Province,Bulgaria,50,50
Sohag,26.5590737,31.6956705,Sohag Governorate,Egypt,25,100
Badulla,6.9934009,81.0549815,Uva Province,Sri Lanka,50,50
Jagodina,43.9834604,21.2582461,Pomoravlje District,Serbia,32.14285714,53.57142857
Surrey,49.1913466,-122.8490125,British Columbia,Canada,71.73913043,33.33333333
Bansko,41.8404241,23.485653,Blagoevgrad Province,Bulgaria,100,0
Barcelona,10.1445691,-64.67768,Anzoategui,Venezuela,12.5,50
Ambleside,54.428736,-2.961333,England,United Kingdom,87.5,50
Everett,47.9789848,-122.2020794,Washington,United States of America,88.63636364,32.14285714
Sumperk,49.9778407,16.9717754,,Czech Republic,75,50
Zory,50.0447236,18.7006401,Silesian Voivodeship,Poland,25,50
Mersa Matruh,31.3543445,27.2373159,Matrouh Governorate,Egypt,87.5,37.5
Petrinja,45.4422535,16.2768591,Sisak-Moslavina County,Croatia,75,50
Kutina,45.4792811,16.7763267,Sisak-Moslavina County,Croatia,45,25
Novalja,44.5561811,14.8854242,Lika-Senj County,Croatia,50,50
Agrinio,38.6244897,21.4096034,West Greece Region,Greece,75,50
